%Time (sec)	TC 1	TC 2	TC 3	TC 4	TC 5	TC 6	TC 7 	TC 8 - Near Heater						10/17/2019	2:41 PM						
2900	20.6	21.9	23.3	24.6	26	27.3	28.7	29.9							
2910	20.6	21.9	23.3	24.6	26	27.3	28.7	29.9							
2920	20.6	21.9	23.3	24.6	26	27.3	28.7	29.9							
2930	20.6	21.9	23.3	24.6	26	27.3	28.7	29.9							
2940	20.7	21.9	23.3	24.6	26	27.3	28.7	30							
2950	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
2960	20.6	21.9	23.3	24.6	26	27.3	28.7	30							
2970	20.7	21.9	23.3	24.6	26	27.3	28.7	30							
2980	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
2990	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
3000	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
3010	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
3020	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
3030	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
3040	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
3050	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
3060	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
3070	20.6	21.9	23.3	24.6	26.1	27.3	28.7	30							
3080	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
3090	20.7	21.9	23.3	24.6	26.1	27.4	28.7	30							
3100	20.7	21.9	23.3	24.6	26.1	27.4	28.7	30							
3110	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
3120	20.7	21.9	23.3	24.6	26.1	27.3	28.7	30							
3130	20.7	21.9	23.4	24.6	26.1	27.4	28.7	30							
3140	20.7	21.9	23.4	24.6	26.1	27.4	28.7	30							
3150	20.7	22	23.4	24.6	26.1	27.4	28.7	30							
3160	20.7	21.9	23.3	24.7	26.1	27.4	28.7	30							
3170	20.7	21.9	23.4	24.7	26.1	27.4	28.7	30							
3180	20.7	22	23.4	24.7	26.1	27.4	28.7	30							
3190	20.7	22	23.4	24.7	26.1	27.4	28.7	30							
3200	20.7	22	23.4	24.7	26.1	27.4	28.7	30							
3210	20.7	22	23.4	24.7	26.1	27.4	28.7	30							
3220	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3230	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3240	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3250	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3260	20.7	21.9	23.4	24.7	26.1	27.4	28.8	30							
3270	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3280	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3290	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3300	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3310	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3320	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3330	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3340	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3350	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3360	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3370	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3380	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3390	20.7	22	23.4	24.7	26.1	27.4	28.8	30							
3400	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3410	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3420	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3430	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3440	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3450	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3460	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3470	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3480	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3490	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3500	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3510	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3520	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3530	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3540	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3550	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3560	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3570	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3580	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3590	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3600	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3610	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3620	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3630	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3640	20.7	22	23.4	24.7	26.2	27.4	28.8	30.1							
3650	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3660	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3670	20.7	22	23.4	24.7	26.1	27.4	28.8	30.1							
3680	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3690	20.7	22	23.4	24.7	26.2	27.4	28.8	30.1							
3700	20.7	22	23.4	24.7	26.2	27.4	28.8	30.1							
3710	20.7	22	23.4	24.7	26.2	27.4	28.8	30.1							
3720	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3730	20.7	22	23.4	24.7	26.2	27.4	28.8	30.1							
3740	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3750	20.7	22	23.4	24.7	26.2	27.4	28.8	30.1							
3760	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3770	20.7	22	23.4	24.7	26.2	27.4	28.8	30.1							
3780	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3790	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3800	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3810	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3820	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
